320,71,-47,13.243754500000001,1
385,85,-45,35.68358775,2
397,88,-40,44.504046,2
401,90,-38,32.310155,2
373,83,-36,16.990937,1
343,75,-50,13.222719000000001,1
396,88,-54,37.728011499999994,2
389,86,-42,33.410269,2
332,73,-47,36.188244999999995,2
352,77,-55,86.35837117647058,4
319,71,-52,42.687065,2
390,86,-37,82.98259625,4
213,47,-55,13.992466250000001,1
209,46,-50,13.8635375,1
404,91,-55,34.02938125,2
363,81,-27,13.296075,1
379,84,-22,42.07341,2
251,54,-52,55.5951185,3
377,84,-50,13.296075,1
384,85,-49,86.35837117647058,4
334,74,-51,21.029634,1
354,78,-37,23.076403250000002,1
359,80,-30,64.39884425,3
378,84,-34,52.384435249999996,3
295,65,-55,72.9487505,3
391,86,-21,86.35837117647058,4
307,68,-53,13.549827333333333,1
399,89,-18,80.0282905,4
325,72,-51,13.4629865,1
417,94,-40,63.363803000000004,3
357,79,-41,56.0466715,3
362,81,-38,13.745068666666667,1
296,65,-54,13.4629865,1
369,82,-34,68.09211717391305,3
388,86,-44,80.0282905,4
308,68,-50,78.08196633333334,3
233,51,-53,37.728011499999994,2
368,82,-50,38.1450345,2
333,74,-55,86.35837117647058,4
370,82,-33,36.093107333333336,2
394,87,-38,82.98259625,4
356,79,-55,61.03106775,3
239,52,-50,86.35837117647058,4
225,50,-51,13.243754500000001,1
175,37,-49,13.4629865,1
217,48,-47,57.218652000000006,3
214,47,-47,36.188244999999995,2
204,44,-47,24.671312999999998,1
265,58,-50,55.77547166666667,3
218,48,-22,44.504046,2
