126,-24,28,34.112254666666665,1
106,-30,25,13.222719000000001,0
108,-29,19,16.990937,0
156,-8,33,13.745068666666667,0
127,-22,28,13.745068666666667,0
129,-21,23,86.35837117647058,3
112,-28,7,68.09211717391305,2
128,-21,10,81.148925,3
121,-25,23,52.744836,2
160,-6,24,86.35837117647058,3
166,-1,25,42.07341,1
149,-12,27,68.09211717391305,2
165,-2,24,13.549827333333333,0
143,-13,24,13.243754500000001,0
122,-25,31,75.45842600000002,3
141,-14,27,13.4629865,0
132,-20,9,26.9663675,1
118,-26,6,40.0,1
111,-28,6,33.410269,1
119,-26,16,13.4629865,0
114,-27,23,32.310155,1
107,-30,27,13.549827333333333,0
113,-27,19,82.98259625,3
130,-21,28,39.130562000000005,1
151,-11,31,68.09211717391305,2
105,-30,24,66.7516135,2
161,-5,29,57.963719,2
103,-30,13,30.088304,1
133,-19,33,40.0,1
104,-30,14,44.504046,1
158,-7,26,30.088304,1
147,-12,32,78.15671833333333,3
144,-13,28,44.504046,1
