393,86,37,40.0,2
409,91,15,46.770109,2
380,84,-13,44.504046,2
361,80,36,80.0282905,4
419,94,13,14.10147675,1
412,92,-3,21.029634,1
318,70,42,13.222866752808994,1
382,84,-10,81.148925,4
415,93,30,86.35837117647058,4
410,92,-16,25.17049,2
411,92,-10,39.130562000000005,2
406,91,-7,64.69756733333334,3
398,88,-9,29.196733,2
395,87,28,61.442215250000004,3
418,94,6,13.243754500000001,1
316,69,40,31.63807266666667,2
405,91,-12,13.245681363636361,1
414,93,24,86.35837117647058,4
403,90,24,13.745068666666667,1
358,79,36,64.69756733333334,3
413,93,-2,52.744836,3
416,93,36,59.03808333333333,2
387,85,34,13.222719000000001,1
407,91,-1,39.8692145,2
408,91,4,79.519188,4
324,71,41,82.98259625,4
386,85,27,16.990937,1
355,78,34,21.029634,1
402,90,-7,13.4629865,1
392,86,35,13.243754500000001,1
400,89,39,24.8194005,1
366,81,7,78.08196633333334,3
381,84,-12,86.35837117647058,4
306,67,43,13.745068666666667,1
375,83,-5,13.4629865,1
376,83,-4,13.222719000000001,1
259,55,41,68.09211717391305,3
287,62,43,14.10147675,1
367,81,15,13.8635375,1
383,84,7,28.1286085,2
371,82,-14,52.744836,3
374,83,-13,64.69756733333334,3
210,46,7,13.4629865,1
372,82,1,13.222719000000001,1
294,64,43,13.243754500000001,1
