412,92,-3,21.029634,0
383,84,7,28.1286085,1
382,84,-10,81.148925,3
380,84,-13,44.504046,1
375,83,-5,13.4629865,0
294,64,43,13.243754500000001,0
259,55,41,68.09211717391305,2
287,62,43,14.10147675,0
324,71,41,82.98259625,3
306,67,43,13.745068666666667,0
316,69,40,31.63807266666667,1
393,86,37,40.0,1
358,79,36,64.69756733333334,2
355,78,34,21.029634,0
386,85,27,16.990937,0
414,93,24,86.35837117647058,3
403,90,24,13.745068666666667,0
409,91,15,46.770109,1
367,81,15,13.8635375,0
395,87,28,61.442215250000004,2
392,86,35,13.243754500000001,0
400,89,39,24.8194005,0
416,93,36,59.03808333333333,1
318,70,42,13.222866752808994,0
361,80,36,80.0282905,3
415,93,30,86.35837117647058,3
419,94,13,14.10147675,0
366,81,7,78.08196633333334,2
418,94,6,13.243754500000001,0
372,82,1,13.222719000000001,0
408,91,4,79.519188,3
407,91,-1,39.8692145,1
376,83,-4,13.222719000000001,0
371,82,-14,52.744836,2
374,83,-13,64.69756733333334,2
381,84,-12,86.35837117647058,3
398,88,-9,29.196733,1
402,90,-7,13.4629865,0
406,91,-7,64.69756733333334,2
411,92,-10,39.130562000000005,1
405,91,-12,13.245681363636361,0
413,93,-2,52.744836,2
410,92,-16,25.17049,1
387,85,34,13.222719000000001,0
210,46,7,13.4629865,0
