89,4,-22,71.2976275,2
63,-24,-32,63.363803000000004,2
115,-26,-9,34.718630000000005,1
88,4,-23,78.08196633333334,2
60,-28,-32,47.4528035,1
64,-23,-32,62.6344975,2
167,0,-11,40.0,1
124,-24,-4,23.797931,0
125,-24,-2,40.0,1
117,-26,-2,14.10147675,0
120,-25,-10,40.0,1
109,-28,-13,13.231168,0
131,-20,-13,39.130562000000005,1
59,-29,-32,59.60247,2
102,-30,2,86.35837117647058,3
123,-24,-5,80.31497999999999,3
80,-22,-17,86.35837117647058,3
116,-26,-7,13.4629865,0
62,-25,-30,57.218652000000006,2
110,-28,2,78.08196633333334,3
81,-14,-20,86.35837117647058,3
